Date,Open,High,Low,Close,Volume
2019-01-02,7.610867000000002,7.7985647,7.565156299999998,7.748369399999998,427906.966
2019-01-03,7.642076899999998,7.693958500000001,7.4793185,7.522517699999997,577492.746
2019-01-04,7.656046900000001,7.889033799999999,7.622241099999999,7.837956400000001,607860.49
2019-01-07,7.854558000000001,8.0095891,7.800584000000002,7.9436285999999985,472664.306
2019-01-08,8.009826799999999,8.083083399999998,7.869148600000003,8.004010800000001,490703.203
2019-01-09,8.0899487,8.236084599999998,8.0435861,8.161338500000001,568627.826
2019-01-10,8.095350700000001,8.221697699999998,8.042964699999999,8.1923029,453137.913
2019-01-11,8.1408092,8.235472099999999,8.074107899999998,8.165604,453127.37
2019-01-14,8.077375700000001,8.167325900000002,8.0076834,8.091258599999998,501935.571
2019-01-15,8.120573899999998,8.2519876,8.088934000000002,8.1858034,473755.699
2019-01-16,8.1934302,8.279575900000001,8.138109700000001,8.217135599999999,437221.564
2019-01-17,8.155845800000002,8.314765299999998,8.119932000000002,8.253269800000002,528473.673
2019-01-18,8.3366483,8.450010399999995,8.263612200000003,8.379267699999998,578089.776
2019-01-22,8.288781500000004,8.329223300000002,8.1326115,8.212791,582545.566
2019-01-23,8.2869579,8.3352149,8.1374194,8.215168999999998,445354.872
2019-01-24,8.239268099999997,8.349274300000001,8.191863,8.3084007,481481.94
2019-01-25,8.4158066,8.511975099999995,8.363648500000004,8.455808799999996,611013.665
2019-01-28,8.3512988,8.475854,8.287294700000002,8.4381402,462203.678
2019-01-29,8.448335299999998,8.500539299999998,8.340405599999997,8.416808799999998,467562.569
2019-01-30,8.4824747,8.646297999999998,8.424979399999998,8.600075099999996,639607.868
2019-01-31,8.589551799999999,8.718433600000003,8.535384799999997,8.6538224,526901.858
2019-02-01,8.672653100000003,8.764434299999998,8.618107899999998,8.711898900000001,380386.448
2019-02-04,8.6987983,8.782954899999998,8.638638000000002,8.743016199999998,327417.346
2019-02-05,8.785393299999997,8.885706899999997,8.739812900000002,8.8300916,408098.917
2019-02-06,8.819336699999996,8.902277299999998,8.755661899999998,8.830424199999996,407579.465
2019-02-07,8.745962099999998,8.7927717,8.598791499999999,8.6958715,431649.181
2019-02-08,8.616161200000002,8.732330800000002,8.558257600000001,8.694180499999998,320076.086
2019-02-11,8.711119699999998,8.7759245,8.6403883,8.684175299999998,330275.971
2019-02-12,8.739962599999998,8.873171199999996,8.698858499999996,8.825377200000004,381570.923
2019-02-13,8.855133000000004,8.9229961,8.789683199999999,8.8303992,361586.53
2019-02-14,8.801649300000001,8.8919992,8.752807800000001,8.843375600000003,373459.078
2019-02-15,8.907575999999999,8.943552399999998,8.803804099999999,8.8743617,398400.124
2019-02-19,8.840469500000001,8.975247500000002,8.810611199999995,8.915132700000004,423561.56
2019-02-20,8.9315755,9.0352415,8.8909045,8.964566399999995,401750.335
2019-02-21,8.947062299999995,8.9912766,8.870629199999996,8.943000900000005,351237.768
2019-02-22,8.985575800000003,9.090743400000003,8.937701499999998,9.0614437,430811.467
2019-02-25,9.1461884,9.218571899999997,9.082452899999998,9.137070599999998,516982.224
2019-02-26,9.0772446,9.172918,9.0212799,9.1081714,393978.718
2019-02-27,9.142048299999999,9.2904207,9.079027399999998,9.236846899999998,457349.54
2019-02-28,9.2068296,9.2859467,9.142553599999998,9.2170953,590353.035
2019-03-01,9.289448000000002,9.374545800000005,9.1658251,9.231918000000002,495095.841
2019-03-04,9.263446499999997,9.319467100000002,9.121922699999999,9.244932099999993,465016.161
2019-03-05,9.2476828,9.353271800000003,9.170642800000001,9.245431299999998,414710.172
2019-03-06,9.266652099999996,9.309220899999996,9.163941799999998,9.211359499999999,349040.884
2019-03-07,9.155550500000006,9.187841199999998,9.004134499999996,9.061099700000002,449447.284
2019-03-08,8.937496499999998,9.071439600000001,8.900783500000003,9.0484655,435699.67
2019-03-11,9.085846000000002,9.2762393,9.063985499999998,9.242183599999997,394737.296
2019-03-12,9.270471799999997,9.3273931,9.182634899999996,9.2676116,356560.171
2019-03-13,9.323689099999996,9.432408600000002,9.2707995,9.3569918,345290.106
2019-03-14,9.3350084,9.395641700000004,9.264827799999999,9.3322571,320467.756
2019-03-15,9.382897299999994,9.488430299999997,9.330648600000002,9.431116300000001,465222.491
2019-03-18,9.4315611,9.487777000000003,9.349860199999997,9.427487700000004,318013.075
2019-03-19,9.464364199999997,9.520692099999993,9.3604341,9.419397699999994,379211.04
2019-03-20,9.415965000000002,9.508922000000002,9.323657599999997,9.4472014,387771.404
2019-03-21,9.397241500000002,9.5591546,9.370742700000001,9.525167399999999,358254.269
2019-03-22,9.435394500000003,9.477248400000002,9.265990999999998,9.3060389,409648.237
2019-03-25,9.278236,9.382665000000001,9.211940100000003,9.3178457,320683.758
2019-03-26,9.381033600000002,9.453248799999997,9.3102064,9.370909099999999,363050.587
2019-03-27,9.357424499999999,9.420212000000003,9.229553299999997,9.2943486,402032.139
2019-03-28,9.380443600000001,9.4812976,9.306635,9.4199987,352046.195
2019-03-29,9.489559199999999,9.5750875,9.419267500000004,9.529280799999999,560573.956
2019-04-01,9.629900999999998,9.717718800000004,9.547660200000003,9.630916899999999,471121.722
2019-04-02,9.639605499999991,9.703628899999995,9.5610698,9.625713800000002,390212.519
2019-04-03,9.687934799999997,9.780809899999994,9.604665999999996,9.684335699999998,528721.193
2019-04-04,9.6761998,9.758305799999997,9.572083200000003,9.687604299999997,431653.467
2019-04-05,9.739429899999994,9.811326099999999,9.681747600000003,9.7572967,424056.105
2019-04-08,9.763413999999997,9.852208999999998,9.7107775,9.820367100000002,368186.79
2019-04-09,9.770769900000003,9.834401999999999,9.703924500000003,9.755038500000003,382944.837
2019-04-10,9.744386899999999,9.807335699999996,9.659197500000001,9.746691199999999,398171.821
2019-04-11,9.716897399999997,9.772781899999998,9.640818199999998,9.703017,351448.966
2019-04-12,9.7740619,9.841338200000001,9.727215100000002,9.795401299999998,441522.995
2019-04-15,9.772353500000005,9.8356188,9.671656100000002,9.742253499999999,400107.678
2019-04-16,9.788985199999996,9.843216400000003,9.669804000000001,9.7467564,410688.195
2019-04-17,9.806689599999999,9.858017600000007,9.659972800000004,9.751536099999997,488597.583
2019-04-18,9.750717000000002,9.813286899999994,9.6550566,9.772852099999998,424726.74
2019-04-22,9.7129388,9.790838900000002,9.662917899999998,9.740221499999997,364443.875
2019-04-23,9.717575600000002,9.856919800000002,9.689113899999999,9.815911199999999,450458.207
2019-04-24,9.856442400000002,9.9211782,9.720802999999998,9.791280600000002,395251.856
2019-04-25,9.779416700000002,9.8578896,9.647889299999997,9.799172700000003,398111.648
2019-04-26,9.787518700000003,9.8788703,9.706559400000002,9.8302466,425807.786
2019-04-29,9.840183899999998,9.914951899999997,9.768954800000001,9.852352099999996,351058.325
2019-04-30,9.8600357,10.000124400000002,9.773729900000003,9.9181285,503327.782
2019-05-01,9.947446799999998,10.061182900000002,9.831490299999999,9.885669300000005,432976.803
2019-05-02,9.882191500000003,10.0054416,9.789044,9.903869000000002,419341.914
2019-05-03,10.045305200000001,10.232115400000005,9.9898419,10.178314399999994,407497.128
2019-05-06,9.911876199999996,10.093890999999994,9.870279399999996,10.044767199999997,521315.078
2019-05-07,9.950581400000004,9.983671699999997,9.720645600000003,9.808981600000003,557716.998
2019-05-08,9.802259299999998,9.929507200000003,9.7436347,9.811805299999996,433230.39
2019-05-09,9.682930400000004,9.8279395,9.567005499999997,9.770601000000003,577186.382
2019-05-10,9.780429200000002,9.9066428,9.621376900000003,9.833587099999999,631982.797
2019-05-13,9.5798031,9.666585100000004,9.485064599999998,9.556617299999996,619548.082
2019-05-14,9.6326326,9.786219,9.58011,9.731463500000002,493184.319
2019-05-15,9.679969400000006,9.921191200000004,9.637364199999999,9.842159900000002,576361.178
2019-05-16,9.887210499999998,10.055008200000003,9.837034199999996,9.977013400000006,476717.856
2019-05-17,9.8474278,9.9390689,9.7484994,9.800350099999998,539581.126
2019-05-20,9.6517195,9.721159999999992,9.520514999999998,9.597094300000004,646323.367
2019-05-21,9.694690300000001,9.763004599999997,9.6276528,9.7037381,492695.675
2019-05-22,9.664840600000002,9.788148600000003,9.581475900000001,9.656279699999995,490901.164
2019-05-23,9.537232299999998,9.633447400000003,9.437210299999998,9.5452749,598703.874
2019-05-24,9.635309600000003,9.7172335,9.5608259,9.621232299999999,479273.823
2019-05-28,9.661264700000004,9.750306300000004,9.5684412,9.6111526,662272.614
2019-05-29,9.530192599999994,9.588382700000006,9.380991400000005,9.466050800000003,589213.335
2019-05-30,9.485672099999992,9.5851408,9.4381728,9.504266800000002,407728.858
2019-05-31,9.396491399999997,9.486678400000002,9.336181600000002,9.407717900000002,526449.285
2019-06-03,9.4390674,9.570544900000005,9.331802799999993,9.422742000000001,544625.091
2019-06-04,9.490208299999999,9.627406500000003,9.386736299999999,9.564874700000003,504974.105
2019-06-05,9.631429500000003,9.720672800000004,9.474604499999998,9.6179355,463314.275
2019-06-06,9.639741500000003,9.755829200000003,9.576401899999999,9.699830100000002,359775.364
2019-06-07,9.771515999999998,9.955893300000001,9.736653999999993,9.867411300000004,382760.716
2019-06-10,9.978612400000001,10.102636000000006,9.901734199999996,9.975202400000002,537898.734
2019-06-11,10.108811599999996,10.1678765,9.9475737,10.011283700000002,464409.762
2019-06-12,9.9793158,10.088975299999994,9.908406299999998,9.995976699999996,370249.107
2019-06-13,10.064127300000003,10.106880999999998,9.961507600000001,10.048004400000002,368066.56
2019-06-14,9.960214200000005,10.015191999999999,9.8582403,9.934277799999998,363324.721
2019-06-17,9.941186799999997,10.019343899999999,9.866136400000002,9.938737799999998,321265.88
2019-06-18,10.048664699999996,10.209028700000005,9.990175899999999,10.106884400000002,598719.259
2019-06-19,10.131793400000006,10.264325500000002,10.0298112,10.198925200000001,444581.46
2019-06-20,10.3836734,10.465324299999997,10.202475399999997,10.301459800000003,508120.575
2019-06-21,10.2834304,10.3541215,10.201462599999996,10.263732599999997,500223.654
2019-06-24,10.276018100000002,10.340310900000004,10.1691621,10.2388528,345379.181
2019-06-25,10.230376399999997,10.257832600000004,10.0297661,10.072426999999996,395104.743
2019-06-26,10.1623991,10.244845200000002,10.059310299999996,10.123509100000003,474214.842
2019-06-27,10.124558200000001,10.232938299999997,10.079268499999996,10.183280199999999,420210.503
2019-06-28,10.238428100000004,10.288405399999998,10.132617299999994,10.223641299999995,475532.703
2019-07-01,10.438822600000007,10.507678300000002,10.306358899999998,10.387834399999997,511722.374
2019-07-02,10.381244700000002,10.481271,10.325117300000004,10.431810299999999,344261.284
2019-07-03,10.441737100000001,10.5052088,10.3675835,10.4639469,234975.643
2019-07-05,10.354178499999996,10.422408999999996,10.255277300000001,10.384478200000007,317501.689
2019-07-08,10.3276669,10.3998499,10.245983599999997,10.311262600000003,360431.693
2019-07-09,10.2632152,10.363534199999995,10.227345100000003,10.330877800000003,376121.334
2019-07-10,10.405885499999998,10.4674981,10.2722799,10.330930800000003,385340.858
2019-07-11,10.35059,10.400270899999999,10.246942900000002,10.328200200000001,344227.646
2019-07-12,10.343602899999997,10.434621800000002,10.263883600000002,10.373644599999999,440950.851
2019-07-15,10.419272699999997,10.521255300000004,10.342411299999998,10.4444175,391388.719
2019-07-16,10.4426543,10.495859500000003,10.324831299999998,10.374188600000002,372176.01
2019-07-17,10.450036400000002,10.5532423,10.360830799999999,10.431272900000003,357380.153
2019-07-18,10.4454466,10.580684200000002,10.385402299999999,10.532777600000005,424886.35
2019-07-19,10.547755399999998,10.6149968,10.432226299999998,10.456011499999994,390087.65
2019-07-22,10.507808500000001,10.590004500000003,10.4512918,10.526034300000003,385605.81
2019-07-23,10.590345399999999,10.670115599999999,10.491448199999995,10.601454099999998,410927.45
2019-07-24,10.5584156,10.694117200000004,10.4954719,10.662200999999998,398325.607
2019-07-25,10.645807899999998,10.694824099999998,10.499336699999997,10.570724299999998,417796.073
2019-07-26,10.6027906,10.6868672,10.546528400000005,10.625488399999998,343966.143
2019-07-29,10.6285464,10.673965699999998,10.494236500000001,10.5766854,377601.258
2019-07-30,10.464195999999996,10.5560231,10.3726522,10.456140800000005,349080.234
2019-07-31,10.4331806,10.510181300000003,10.1974097,10.329342800000001,440788.896
2019-08-01,10.381540199999996,10.586661500000003,10.158986500000001,10.281945800000003,629710.257
2019-08-02,10.2298874,10.275065499999998,10.043456000000003,10.148589199999998,526352.447
2019-08-05,9.934724700000004,10.0215885,9.713451899999999,9.8110991,598920.112
2019-08-06,9.937481499999999,10.031363599999999,9.813943600000002,9.955120299999997,546072.062
2019-08-07,9.877198600000003,10.067863900000003,9.791937000000003,10.035900800000002,463328.834
2019-08-08,10.149203899999996,10.380699999999997,10.094922600000002,10.340165100000002,443588.34
2019-08-09,10.2698765,10.3736025,10.153103900000007,10.272967100000004,313732.379
2019-08-12,10.1107462,10.201087200000002,9.965113300000002,10.094767499999996,346339.094
2019-08-13,10.113580000000002,10.387421400000003,10.0312274,10.278994899999999,623874.389
2019-08-14,10.063029800000004,10.159767299999997,9.905756400000003,9.973972800000004,544938.736
2019-08-15,10.048639300000001,10.141114999999997,9.912203899999996,10.019780499999998,572576.532
2019-08-16,10.102178699999998,10.277332899999998,10.050617299999994,10.2158282,459219.147
2019-08-19,10.350313199999999,10.414080100000001,10.208744599999998,10.283378399999997,374494.17
2019-08-20,10.269815200000005,10.371391400000004,10.181904199999998,10.278498899999999,365366.753
2019-08-21,10.382818299999997,10.4706801,10.301583200000001,10.382580800000001,347667.244
2019-08-22,10.3614335,10.403832899999994,10.195823800000001,10.289556300000005,343888.966
2019-08-23,10.225321300000001,10.345808099999998,10.000656800000003,10.054857000000004,493646.62
2019-08-26,10.152067199999998,10.224391299999999,10.075688100000004,10.165132500000002,294153.044
2019-08-27,10.243533799999998,10.309391899999998,10.121685199999998,10.1901315,321866.337
2019-08-28,10.1549432,10.25426740000001,10.062502299999998,10.184426899999998,276351.856
2019-08-29,10.316577899999997,10.406588500000002,10.243602900000003,10.320383499999997,324622.107
2019-08-30,10.413825100000002,10.4591956,10.2442645,10.358737300000001,328233.134
2019-09-03,10.266751800000002,10.353738300000005,10.170238800000002,10.2387172,311860.664
2019-09-04,10.3648875,10.442698100000005,10.291355300000003,10.376287599999996,297993.671
2019-09-05,10.510133,10.6216884,10.448505300000003,10.564689800000002,398813.137
2019-09-06,10.5931501,10.669544299999995,10.4926602,10.552675599999995,293630.734
2019-09-09,10.588131899999992,10.632854299999996,10.316109300000003,10.432497400000003,302206.516
2019-09-10,10.3178929,10.411598399999999,10.146630899999996,10.299966900000003,374805.269
2019-09-11,10.3073664,10.4713821,10.243500599999997,10.409331199999999,349882.924
2019-09-12,10.483405999999997,10.598716200000005,10.4054962,10.519813999999995,384505.547
2019-09-13,10.555389200000002,10.605320500000001,10.437542800000003,10.485399399999999,321549.844
2019-09-16,10.394804200000001,10.483575999999996,10.302307200000001,10.390411799999997,306347.089
2019-09-17,10.358421900000002,10.4880763,10.305512400000003,10.431108499999999,317122.195
2019-09-18,10.430440599999995,10.482727699999993,10.286790600000002,10.41668420000001,269548.749
2019-09-19,10.455725900000006,10.56028,10.397065299999998,10.4356922,353451.861
2019-09-20,10.471276699999999,10.5446182,10.295102199999997,10.373180599999998,529834.022
2019-09-23,10.3359298,10.423657199999997,10.2449024,10.3114465,340336.988
2019-09-24,10.347773999999998,10.410084999999999,10.103130100000003,10.160536799999997,434887.886
2019-09-25,10.124089700000004,10.333123999999996,10.053392900000002,10.297475200000001,393869.61
2019-09-26,10.322778500000002,10.404209699999996,10.2021182,10.313334099999995,419195.506
2019-09-27,10.342729399999996,10.381918799999998,10.0612719,10.154666800000001,588044.484
2019-09-30,10.208757799999999,10.327118400000003,10.1373998,10.251635900000002,391146.612
2019-10-01,10.272952600000002,10.345328300000002,10.091753299999997,10.1494744,411263.109
2019-10-02,10.048554799999998,10.105999999999996,9.865939599999997,9.983608900000005,390213.003
2019-10-03,9.990071000000006,10.155050900000003,9.873146200000004,10.130308099999997,345195.038
2019-10-04,10.155186999999998,10.258865500000002,10.0796836,10.219658800000003,279658.837
2019-10-07,10.194334900000001,10.297585700000003,10.118603700000003,10.172239799999998,367205.762
2019-10-08,10.067309000000002,10.113975799999999,9.889877799999999,9.916043799999999,440077.171
2019-10-09,10.024007599999997,10.11005,9.953973299999996,10.041744699999999,341706.301
2019-10-10,10.067892599999997,10.251184900000002,10.013683100000002,10.1627367,387841.54
2019-10-11,10.3547391,10.519699300000001,10.302992900000003,10.391842700000003,505419.949
2019-10-14,10.375592900000001,10.483481199999995,10.323906999999997,10.414421000000003,313198.276
2019-10-15,10.465904600000004,10.630564099999999,10.4303316,10.558814500000008,445700.971
2019-10-16,10.512486900000004,10.583458199999999,10.352345799999997,10.433238399999999,430627.049
2019-10-17,10.5071898,10.5626057,10.390433299999996,10.447811100000001,409440.061
2019-10-18,10.450210600000004,10.499994600000003,10.272243800000004,10.326316600000002,399771.196
2019-10-21,10.399871,10.503749500000003,10.327226900000001,10.449045200000002,447444.576
2019-10-22,10.454928200000001,10.5310333,10.245114500000001,10.295329300000002,458298.581
2019-10-23,10.283657700000001,10.397502099999995,10.2117406,10.319438899999998,348942.794
2019-10-24,10.398065900000002,10.537636100000002,10.343189400000002,10.488483600000002,378186.478
2019-10-25,10.454433899999998,10.568754699999989,10.388417500000006,10.492010100000003,362382.979
2019-10-28,10.5763952,10.691407399999997,10.490387599999995,10.581756699999994,395013.366
2019-10-29,10.540633999999999,10.673246600000002,10.446834899999994,10.5678079,363010.332
2019-10-30,10.545054200000003,10.667450699999998,10.453618200000005,10.639161699999999,336324.285
2019-10-31,10.6275776,10.6780332,10.439464199999998,10.5261646,406213.875
2019-11-01,10.610364299999997,10.734925800000005,10.481466499999994,10.579753000000004,462491.915
2019-11-04,10.707702500000002,10.789696299999997,10.550614200000004,10.655349500000002,673826.399
2019-11-05,10.668678599999998,10.740003000000005,10.541530800000002,10.610835399999997,476591.758
2019-11-06,10.631442399999997,10.725762199999997,10.5492821,10.636252899999997,365554.635
2019-11-07,10.700459900000007,10.784390699999998,10.600361099999995,10.676192900000004,436542.234
2019-11-08,10.661026400000003,10.775436599999999,10.5982608,10.725310999999998,437459.406
2019-11-11,10.650478900000003,10.757867399999993,10.586960300000003,10.718698200000002,380843.49
2019-11-12,10.7321657,10.831286799999999,10.681861699999997,10.754065299999997,372893.404
2019-11-13,10.733417499999998,10.8602824,10.6556485,10.801444500000004,335266.516
2019-11-14,10.774985599999996,10.9011234,10.718509700000002,10.844407800000004,330704.123
2019-11-15,10.911199699999996,10.994216199999999,10.848555299999997,10.9477577,429912.149
2019-11-18,10.937330900000003,11.0317661,10.8335187,10.918460700000004,349175.642
2019-11-19,10.959125100000001,11.0027246,10.818073099999998,10.898521600000006,353322.476
2019-11-20,10.854265999999996,10.946078500000002,10.760375799999995,10.854869,367163.146
2019-11-21,10.855867199999997,10.948792000000005,10.783817899999999,10.878983799999999,297924.437
2019-11-22,10.934238300000004,10.983307600000002,10.8099378,10.906998899999996,299591.821
2019-11-25,10.955963099999996,11.093859800000004,10.924532500000002,11.056142399999997,403537.745
2019-11-26,11.062085900000001,11.191940099999997,10.995314199999997,11.1461002,671738.396
2019-11-27,11.168842500000002,11.263577599999998,11.102826199999999,11.237463500000002,445605.276
2019-11-29,11.2120006,11.269404399999999,11.125477099999992,11.179313600000004,290798.49
2019-12-02,11.1540534,11.172946499999998,10.903813199999998,11.0525903,405525.58
2019-12-03,10.900780399999999,11.069138200000003,10.833260899999997,11.044044299999998,383235.022
2019-12-04,11.112014599999997,11.229899600000005,11.041472799999998,11.132664900000004,381398.773
2019-12-05,11.183092200000003,11.282962400000004,11.098557300000003,11.210934300000002,423519.379
2019-12-06,11.325995,11.390508799999994,11.242492399999998,11.314052799999999,313392.574
2019-12-09,11.322883700000006,11.4292773,11.240418800000002,11.279002299999998,357564.613
2019-12-10,11.297877,11.382370999999997,11.2270848,11.295941499999996,317653.575
2019-12-11,11.312597599999997,11.439471099999997,11.2399914,11.392851800000004,383065.652
2019-12-12,11.380245699999998,11.539258100000001,11.309505000000001,11.4679488,512464.088
2019-12-13,11.496832399999999,11.647856900000003,11.394732900000003,11.5070354,448640.416
